season,pos,name,team,proj_fpts
2009,WR,David Clowney,NYJ,37.5
2009,WR,Robert Meachem,NO,37.5
2009,WR,Kelley Washington,BAL,36
2009,WR,Jordy Nelson,GB,35.5
2009,WR,Dennis Northcutt,DET,34.6
2009,WR,Brad Smith,NYJ,33.5
2009,WR,Malcom Floyd,SD,31.7
2009,WR,Kenny Britt,TEN,30.5
2009,WR,Brian Finneran,ATL,29.5
2009,WR,Arnaz Battle,SF,29
2009,WR,Hakeem Nicks,NYG,28.1
2009,WR,Jason Avant,PHI,27.5
2009,WR,Dexter Jackson,TB,27.1
2009,WR,Kenneth Moore,CAR,26.5
2009,WR,Bobby Wade,MIN,25.5
2009,WR,Rashied Davis,CHI,24.5
2009,WR,Limas Sweed,PIT,24.5
2009,WR,Ben Obomanu,SEA,21.5
2009,WR,James Hardy,BUF,21.1
2009,WR,Sam Hurd,DAL,20.5
2009,WR,Craig Davis,SD,20
2009,WR,Reggie Brown,PHI,17.1
2009,WR,Devin Thomas,WAS,16.5
2009,WR,Jacoby Jones,HOU,16.5
2009,WR,Andre Caldwell,CIN,14.5
2009,WR,Deon Butler,SEA,14.4
2009,WR,Marty Booker,ATL,11.9
2009,WR,Early Doucet,ARI,11.5
2009,WR,Roscoe Parrish,BUF,11.4
2009,WR,Legedu Naanee,SD,11.1
2009,WR,Lavelle Hawkins,TEN,10.9
2009,WR,Maurice Stovall,TB,9.8
2009,WR,Juaquin Iglesias,CHI,9.5
2009,WR,Jerome Simpson,CIN,8.5
2009,TE,Tony Gonzalez,ATL,136.5
2009,TE,Antonio Gates,SD,133.5
2009,TE,Jason Witten,DAL,123.6
2009,TE,Greg Olsen,CHI,117.5
2009,TE,Dallas Clark,IND,111.2
2009,TE,Chris Cooley,WAS,108
2009,TE,Dustin Keller,NYJ,107.1
2009,TE,John Carlson,SEA,101.5
2009,TE,Kellen Winslow,TB,97.6
2009,TE,Owen Daniels,HOU,97.2
2009,TE,Zach Miller,LV,93.8
2009,TE,Brent Celek,PHI,91.2
2009,TE,Bo Scaife,TEN,88.3
2009,TE,Heath Miller,PIT,85.9
2009,TE,Visanthe Shiancoe,MIN,85.5
2009,TE,Jeremy Shockey,NO,79.7
2009,TE,Tony Scheffler,DEN,75.5
2009,TE,Kevin Boss,NYG,75.5
2009,TE,Marcedes Lewis,JAC,74.5
2009,TE,Anthony Fasano,MIA,73.5
2009,TE,Randy McMichael,STL,66.9
2009,TE,Todd Heap,BAL,66.5
2009,TE,Vernon Davis,SF,59
2009,TE,Chase Coffman,CIN,51.5
2009,TE,Desmond Clark,CHI,51.3
2009,TE,Donald Lee,GB,47.6
2009,TE,Alge Crumpler,TEN,43.2
2009,TE,Jermichael Finley,GB,40.4
2009,TE,Chris Baker,NE,38.5
2009,TE,Brandon Pettigrew,DET,37.6
2009,TE,Sean Ryan,KC,37.6
2009,TE,Derek Schouman,BUF,37.6
2009,TE,Steve Heiden,CLE,37.5
2009,TE,Dante Rosario,CAR,37
2009,TE,L.J. Smith,BAL,35.5
2009,TE,Robert Royal,CLE,33.5
2009,TE,Ben Watson,NE,33.3
2009,TE,Will Heller,DET,30.5
2009,TE,Jerramy Stevens,TB,30.5
2009,TE,Brad Cottam,KC,25.5
2009,TE,Jeff King,CAR,25.4
2009,TE,Anthony Becht,ARI,24.4
2009,TE,Daniel Graham,DEN,21.5
2009,TE,Delanie Walker,SF,21.5
2009,TE,Jared Cook,TEN,20.5
2009,TE,Martellus Bennett,DAL,20.5
2009,TE,Jim Kleinsasser,MIN,19.5
2009,TE,Ben Patrick,ARI,18.9
2009,TE,Jacob Tamme,IND,18.5
2009,TE,Travis Beckum,NYG,17.5
2009,TE,Joe Klopfenstein,STL,14.8
2009,TE,Brandon Manumaleuna,SD,8.2
2009,TE,Matt Spaeth,PIT,6.9
2010,QB,Aaron Rodgers,GB,374.4
2010,QB,Drew Brees,NO,365.4
2010,QB,Tom Brady,NE,346.5
2010,QB,Peyton Manning,IND,342.2
2010,QB,Tony Romo,DAL,328.4
2010,QB,Matt Schaub,HOU,323.6
2010,QB,Jay Cutler,CHI,316.5
2010,QB,Kevin Kolb,PHI,303.2
2010,QB,Eli Manning,NYG,298.5
2010,QB,David Garrard,JAC,287.3
2010,QB,Philip Rivers,SD,286.8
2010,QB,Joe Flacco,BAL,285.5
2010,QB,Brett Favre,MIN,275.4
2010,QB,Matt Ryan,ATL,273.4
2010,QB,Carson Palmer,CIN,267.6
2010,QB,Donovan McNabb,WAS,265
2010,QB,Josh Freeman,TB,257.3
2010,QB,Matt Cassel,KC,257.1
2010,QB,Matthew Stafford,DET,255.9
2010,QB,Alex Smith,SF,254.5
2010,QB,Vince Young,TEN,253.2
2010,QB,Jason Campbell,LV,241.2
2010,QB,Chad Henne,MIA,240.8
2010,QB,Kyle Orton,DEN,239.6
2010,QB,Mark Sanchez,NYJ,228.9
2010,QB,Ben Roethlisberger,PIT,222.8
2010,QB,Matt Moore,CAR,214
2010,QB,Matt Hasselbeck,SEA,209.6
2010,QB,Derek Anderson,ARI,202.9
2010,QB,Sam Bradford,STL,177.9
2010,QB,Jake Delhomme,CLE,155.8
2010,QB,Trent Edwards,BUF,152.8
2010,QB,Brian Brohm,BUF,105.3
2010,QB,Dennis Dixon,PIT,98.2
2010,QB,Charlie Whitehurst,SEA,72
2010,QB,Seneca Wallace,CLE,67.5
2010,QB,Max Hall,ARI,46.8
2010,QB,A.J. Feeley,STL,45.3
2010,QB,Michael Vick,PHI,40.3
2010,QB,Shaun Hill,DET,39.9
2010,QB,Jimmy Clausen,CAR,38.1
2010,QB,Kerry Collins,TEN,30
2010,QB,Josh Johnson,TB,28.8
2010,QB,Tarvaris Jackson,MIN,26.7
2010,QB,David Carr,SF,26.5
2010,QB,Rex Grossman,WAS,25.5
2010,QB,Bruce Gradkowski,LV,24.2
2010,QB,Kellen Clemens,NYJ,23
2010,QB,Tyler Thigpen,MIA,22.3
2010,QB,Chris Redman,ATL,21.6
2010,QB,Tim Tebow,DEN,21.2
2010,QB,Brodie Croyle,KC,19.4
2010,QB,Luke McCown,JAC,19.1
2010,QB,Dan Orlovsky,HOU,17.9
2010,QB,Billy Volek,SD,17.3
2010,QB,Jordan Palmer,CIN,16.9
2010,QB,Sage Rosenfels,NYG,14.7
2010,QB,Jon Kitna,DAL,12.5
2010,QB,Matt Flynn,GB,10.8
2010,QB,Brady Quinn,DEN,10
2010,QB,Marc Bulger,BAL,9.2
2010,QB,Brian Hoyer,NE,8.5
2010,QB,Caleb Hanie,CHI,6
2010,QB,Curtis Painter,IND,4.3
2010,QB,Chase Daniel,NO,3.4
2010,QB,Ryan Fitzpatrick,BUF,1.4
2010,RB,Adrian Peterson,MIN,283.2
2010,RB,Chris Johnson,TEN,277.8
2010,RB,Maurice Jones-Drew,JAC,270.2
2010,RB,Ray Rice,BAL,246.7
2010,RB,Frank Gore,SF,224
2010,RB,Ryan Mathews,SD,220.8
2010,RB,Rashard Mendenhall,PIT,220.1
2010,RB,Steven Jackson,STL,215
2010,RB,Michael Turner,ATL,211.2
2010,RB,DeAngelo Williams,CAR,210.2
2010,RB,Shonn Greene,NYJ,203
2010,RB,Ryan Grant,GB,202
2010,RB,Jamaal Charles,KC,193.5
2010,RB,Cedric Benson,CIN,185
2010,RB,Pierre Thomas,NO,182.4
2010,RB,Ahmad Bradshaw,NYG,175
2010,RB,Clinton Portis,WAS,175
2010,RB,Matt Forte,CHI,171.8
2010,RB,Jahvid Best,DET,170.3
2010,RB,Beanie Wells,ARI,170.1
2010,RB,Cadillac Williams,TB,166.8
2010,RB,LeSean McCoy,PHI,166.8
2010,RB,Knowshon Moreno,DEN,166.2
2010,RB,Joseph Addai,IND,165.8
2010,RB,Justin Forsett,SEA,159.8
2010,RB,Ricky Williams,MIA,157.7
2010,RB,Felix Jones,DAL,153.6
2010,RB,Jonathan Stewart,CAR,151.4
2010,RB,C.J. Spiller,BUF,151.1
2010,RB,Arian Foster,HOU,148.6
2010,RB,Tim Hightower,ARI,147
2010,RB,Brandon Jacobs,NYG,146.8
2010,RB,Marion Barber,DAL,139.1
2010,RB,Reggie Bush,NO,134.6
2010,RB,LaDainian Tomlinson,NYJ,133.1
2010,RB,Jerome Harrison,CLE,132.7
2010,RB,Ronnie Brown,MIA,131
2010,RB,Darren McFadden,LV,129.7
2010,RB,Donald Brown,IND,122.9
2010,RB,Fred Jackson,BUF,122.4
2010,RB,Michael Bush,LV,120.5
2010,RB,Steve Slaton,HOU,116.5
2010,RB,Laurence Maroney,NE,115
2010,RB,Correll Buckhalter,DEN,114.4
2010,RB,Willis McGahee,BAL,112.6
2010,RB,Darren Sproles,SD,107.8
2010,RB,Thomas Jones,KC,97.3
2010,RB,Kevin Faulk,NE,93.2
2010,RB,Toby Gerhart,MIN,87.1
2010,RB,Jerious Norwood,ATL,78.1
2010,RB,Chester Taylor,CHI,78
2010,RB,Peyton Hillis,CLE,72.5
2010,RB,Kevin Smith,DET,70.7
2010,RB,Kareem Huggins,TB,70.6
2010,RB,Leon Washington,SEA,69
2010,RB,Jason Snelling,ATL,68.1
2010,RB,Fred Taylor,NE,67.6
2010,RB,Javon Ringer,TEN,65
2010,RB,Lex Hilliard,MIA,63.2
2010,RB,Bernard Scott,CIN,62.5
2010,RB,Le'Ron McClain,BAL,62.1
2010,RB,Larry Johnson,WAS,60.3
2010,RB,Mike Bell,PHI,59.1
2010,RB,Sammy Morris,NE,59.1
2010,RB,Jonathan Dwyer,PIT,56.1
2010,RB,Rashad Jennings,JAC,55.7
2010,RB,Leonard Weaver,PHI,54
2010,RB,Brandon Jackson,GB,53.1
2010,RB,Anthony Dixon,SF,51.7
2010,RB,Mewelde Moore,PIT,50.7
2010,RB,Willie Parker,WAS,49.8
2010,RB,Maurice Morris,DET,47.7
2010,RB,Brian Leonard,CIN,45.2
2010,RB,Marshawn Lynch,BUF,41.7
2010,RB,Kenneth Darby,STL,41.2
2010,RB,Tashard Choice,DAL,39.7
2010,RB,Julius Jones,SEA,32.2
2010,RB,Earnest Graham,TB,30.7
2010,RB,Garrett Wolfe,CHI,30.7
2010,RB,Brian Westbrook,SF,21.9
2010,RB,Greg Jones,JAC,18
2010,RB,D.J. Ware,NYG,17.3
2010,RB,Heath Evans,NO,16.1
2010,RB,BenJarvus Green-Ellis,NE,15.9
2010,RB,Vonta Leach,HOU,14.9
2010,RB,Mike Sellers,WAS,14.8
2010,RB,Mike Hart,IND,14.5
2010,RB,LaRod Stephens-Howling,ARI,14.3
2010,RB,Derrick Ward,HOU,13.2
2010,RB,Mike Goodson,CAR,11
2010,RB,Rock Cartwright,LV,10.7
2010,RB,Isaac Redman,PIT,9.8
2010,RB,Naufahu Tahi,MIN,9
2010,RB,Gary Russell,LV,8.7
2010,RB,Patrick Cobbs,MIA,8.5
2010,RB,Tyrell Sutton,CAR,8.5
2010,RB,Tony Richardson,NYJ,7.1
2010,RB,Cedric Peerman,CIN,6.8
2010,RB,Ovie Mughelli,ATL,6.5
2010,RB,Mike Karney,STL,6.4
2010,RB,Madison Hedgecock,NYG,5.1
2010,RB,Carey Davis,PIT,3.6
2010,WR,Andre Johnson,HOU,210.5
2010,WR,Randy Moss,NE,189.8
2010,WR,Miles Austin,DAL,184.5
2010,WR,Reggie Wayne,IND,178.5
2010,WR,Roddy White,ATL,176.3
2010,WR,Larry Fitzgerald,ARI,172.4
2010,WR,DeSean Jackson,PHI,169.3
2010,WR,Calvin Johnson,DET,168.5
2010,WR,Greg Jennings,GB,167.5
2010,WR,Brandon Marshall,MIA,161.7
2010,WR,Marques Colston,NO,159.5
2010,WR,Steve Smith,CAR,156.7
2010,WR,Chad Johnson,CIN,151.6
2010,WR,Santana Moss,WAS,148.7
2010,WR,Mike Sims-Walker,JAC,147.6
2010,WR,Hines Ward,PIT,145.5
2010,WR,Steve Smith,NYG,144.9
2010,WR,Anquan Boldin,BAL,138.5
2010,WR,Hakeem Nicks,NYG,137.6
2010,WR,Michael Crabtree,SF,128.5
2010,WR,Dwayne Bowe,KC,127.6
2010,WR,Malcom Floyd,SD,126.5
2010,WR,Lee Evans,BUF,120.6
2010,WR,Terrell Owens,CIN,120.6
2010,WR,Percy Harvin,MIN,117.2
2010,WR,Jabar Gaffney,DEN,114.6
2010,WR,Mike Wallace,PIT,114.2
2010,WR,Mike Williams,TB,113.2
2010,WR,Donald Driver,GB,112.7
2010,WR,Johnny Knox,CHI,111.5
2010,WR,Derrick Mason,BAL,110.4
2010,WR,Wes Welker,NE,109.8
2010,WR,Robert Meachem,NO,108.7
2010,WR,Pierre Garcon,IND,105.9
2010,WR,Devin Hester,CHI,105.6
2010,WR,Mike Williams,SEA,104.1
2010,WR,Jeremy Maclin,PHI,102.5
2010,WR,Bernard Berrian,MIN,101.5
2010,WR,Mohamed Massaquoi,CLE,100.5
2010,WR,Nate Washington,TEN,99.6
2010,WR,Dez Bryant,DAL,98.7
2010,WR,Laurent Robinson,STL,98.5
2010,WR,Braylon Edwards,NYJ,96.8
2010,WR,Kenny Britt,TEN,96.5
2010,WR,Louis Murphy,LV,93.5
2010,WR,Eddie Royal,DEN,92.5
2010,WR,Steve Breaston,ARI,89.6
2010,WR,Jerricho Cotchery,NYJ,89.5
2010,WR,Mike Thomas,JAC,88.2
2010,WR,Brian Hartline,MIA,88.2
2010,WR,Jacoby Jones,HOU,86
2010,WR,Vincent Jackson,SD,84.5
2010,WR,Deion Branch,SEA,83.4
2010,WR,Chris Chambers,KC,79.6
2010,WR,Josh Morgan,SF,79.1
2010,WR,Devin Aromashodu,CHI,77.6
2010,WR,Lance Moore,NO,76.6
2010,WR,Nate Burleson,DET,74.6
2010,WR,Julian Edelman,NE,74.5
2010,WR,Darrius Heyward-Bey,LV,74.5
2010,WR,Santonio Holmes,NYJ,73.6
2010,WR,Early Doucet,ARI,73.6
2010,WR,Dexter McCluster,KC,71.3
2010,WR,James Jones,GB,69.3
2010,WR,Mario Manningham,NYG,69.1
2010,WR,Steve Johnson,BUF,67.6
2010,WR,Danny Amendola,STL,65.7
2010,WR,Anthony Gonzalez,IND,64.7
2010,WR,Dwayne Jarrett,CAR,62.4
2010,WR,Legedu Naanee,SD,62.2
2010,WR,Kevin Walter,HOU,60.5
2010,WR,Josh Cribbs,CLE,59.7
2010,WR,Devery Henderson,NO,59.6
2010,WR,Roy Williams,DAL,59.5
2010,WR,Brandon Tate,NE,59.5
2010,WR,Michael Jenkins,ATL,58.5
2010,WR,Deon Butler,SEA,58.4
2010,WR,Brian Robiskie,CLE,57.8
2010,WR,Sammie Stroughter,TB,57.6
2010,WR,Harry Douglas,ATL,56.5
2010,WR,Davone Bess,MIA,53.5
2010,WR,Demaryius Thomas,DEN,53.5
2010,WR,Brandon LaFell,CAR,53.5
2010,WR,Joey Galloway,WAS,53.5
2010,WR,Jordan Shipley,CIN,51.9
2010,WR,Chaz Schilens,LV,51.7
2010,WR,Devin Thomas,WAS,49.9
2010,WR,T.J. Houshmandzadeh,BAL,49.4
2010,WR,Jason Avant,PHI,48.5
2010,WR,Sidney Rice,MIN,47.6
2010,WR,Roscoe Parrish,BUF,46.5
2010,WR,Justin Gage,TEN,45.3
2010,WR,Bryant Johnson,DET,44.5
2010,WR,Austin Collie,IND,43.5
2010,WR,Keenan Burton,STL,43.5
2010,WR,Arrelious Benn,TB,40.7
2010,WR,Johnnie Lee Higgins,LV,39.5
2010,WR,Jarett Dillard,JAC,38.9
2010,WR,Earl Bennett,CHI,36.5
2010,WR,Jordy Nelson,GB,34.6
2010,WR,Patrick Crayton,SD,33.5
2010,WR,Brandon Lloyd,DEN,31
2010,WR,Ted Ginn Jr.,SF,30.6
2010,WR,Mark Clayton,STL,30.5
2010,WR,Brian Finneran,ATL,30.4
2010,WR,Emmanuel Sanders,PIT,27.5
2010,WR,Greg Camarillo,MIN,25.5
2010,WR,Golden Tate,SEA,23.5
2010,WR,Brad Smith,NYJ,23.5
2010,WR,Ramses Barden,NYG,22.7
2010,WR,Chansi Stuckey,CLE,21.8
2010,WR,Kevin Ogletree,DAL,20.5
2010,WR,Jerheme Urban,KC,19.5
2010,WR,Andre Roberts,ARI,18.5
2010,WR,Mardy Gilyard,STL,17.9
2010,WR,Craig Davis,SD,17.5
2010,WR,Javon Walker,MIN,17.5
2010,WR,Andre Caldwell,CIN,14.6
2010,WR,Hank Baskett,PHI,14.5
2010,WR,Arnaz Battle,PIT,13.9
2010,WR,Donte' Stallworth,BAL,11.4
2010,WR,Rashied Davis,CHI,8.9
2010,WR,Sam Hurd,DAL,8.9
2010,WR,Maurice Stovall,TB,8.2
2010,WR,Lavelle Hawkins,TEN,6.2
2010,TE,Antonio Gates,SD,142.5
2010,TE,Jermichael Finley,GB,138.2
2010,TE,Vernon Davis,SF,135.4
2010,TE,Dallas Clark,IND,133.5
2010,TE,Jason Witten,DAL,130.5
2010,TE,Tony Gonzalez,ATL,130.2
2010,TE,Brent Celek,PHI,120.8
2010,TE,Kellen Winslow,TB,114.5
2010,TE,Zach Miller,LV,107.5
2010,TE,John Carlson,SEA,103.9
2010,TE,Heath Miller,PIT,101.6
2010,TE,Visanthe Shiancoe,MIN,97.5
2010,TE,Chris Cooley,WAS,91.5
2010,TE,Owen Daniels,HOU,88.2
2010,TE,Greg Olsen,CHI,84.3
2010,TE,Jeremy Shockey,NO,79.5
2010,TE,Dustin Keller,NYJ,79.5
2010,TE,Todd Heap,BAL,76.9
2010,TE,Marcedes Lewis,JAC,73.3
2010,TE,Kevin Boss,NYG,67.6
2010,TE,Bo Scaife,TEN,65.2
2010,TE,Fred Davis,WAS,62.6
2010,TE,Anthony Fasano,MIA,59.5
2010,TE,Ben Watson,CLE,59.5
2010,TE,Tony Scheffler,DET,57.6
2010,TE,Daniel Graham,DEN,53
2010,TE,Dante Rosario,CAR,49.5
2010,TE,Daniel Fells,STL,46.8
2010,TE,Jermaine Gresham,CIN,46.5
2010,TE,Aaron Hernandez,NE,40.8
2010,TE,David Thomas,NO,40.7
2010,TE,Leonard Pope,KC,37.6
2010,TE,Jared Cook,TEN,33.4
2010,TE,Gary Barnidge,CAR,32.5
2010,TE,Evan Moore,CLE,31.6
2010,TE,Donald Lee,GB,31.3
2010,TE,Brandon Pettigrew,DET,30.5
2010,TE,Jerramy Stevens,TB,27.3
2010,TE,Alge Crumpler,NE,27
2010,TE,Shawn Nelson,BUF,25.9
2010,TE,Tony Moeaki,KC,24.9
2010,TE,Michael Hoomanawanui,STL,24.8
2010,TE,Delanie Walker,SF,24.6
2010,TE,Zach Miller,JAC,24.5
2010,TE,Ben Patrick,ARI,24.4
2010,TE,James Casey,HOU,21.6
2010,TE,Desmond Clark,CHI,21.6
2010,TE,Jeff King,CAR,20.5
2010,TE,Martellus Bennett,DAL,19.7
2010,TE,Jonathan Stupar,BUF,19.5
2010,TE,Daniel Coats,CIN,18.2
2010,TE,Jim Kleinsasser,MIN,17.5
2010,TE,Clay Harbor,PHI,17.5
2010,TE,Travis Beckum,NYG,16.5
2010,TE,Joel Dreessen,HOU,15.9
2010,TE,Rob Gronkowski,NE,14.9
2010,TE,Justin Peelle,ATL,14.7
2010,TE,Ed Dickson,BAL,14.2
2010,TE,Richard Quinn,DEN,13.7
2010,TE,Chris Baker,SEA,8.4
2010,TE,Ben Hartsock,NYJ,8.2
2010,TE,Matt Spaeth,PIT,6.9
2010,TE,Ernest Wilford,JAC,6.5
2010,TE,Jacob Tamme,IND,5.9
2010,TE,Stephen Spach,ARI,5.5
2010,TE,Brad Cottam,KC,4.6
2011,QB,Michael Vick,PHI,397.1
2011,QB,Aaron Rodgers,GB,375.1
2011,QB,Drew Brees,NO,357.9
2011,QB,Tom Brady,NE,352.1
2011,QB,Philip Rivers,SD,342.4
2011,QB,Tony Romo,DAL,331.6
2011,QB,Matt Schaub,HOU,319
2011,QB,Eli Manning,NYG,313
2011,QB,Josh Freeman,TB,304.7
2011,QB,Jay Cutler,CHI,299.9
2011,QB,Joe Flacco,BAL,298.3
2011,QB,Ryan Fitzpatrick,BUF,297.2
2011,QB,Ben Roethlisberger,PIT,296.3
2011,QB,Matt Ryan,ATL,294.5
2011,QB,Sam Bradford,STL,294.4
2011,QB,Matthew Stafford,DET,287
2011,QB,Matt Cassel,KC,285.4
2011,QB,Mark Sanchez,NYJ,268.7
2011,QB,Jason Campbell,LV,251.8
2011,QB,Kevin Kolb,ARI,251.8
2011,QB,Kyle Orton,DEN,250.5
2011,QB,Chad Henne,MIA,247.2
2011,QB,Cam Newton,CAR,240.7
2011,QB,Colt McCoy,CLE,227.5
2011,QB,Donovan McNabb,MIN,214.5
2011,QB,Kerry Collins,IND,210.5
2011,QB,Alex Smith,SF,207.9
2011,QB,Tarvaris Jackson,SEA,206.7
2011,QB,Matt Hasselbeck,TEN,194.9
2011,QB,Luke McCown,JAC,175.3
2011,QB,Andy Dalton,CIN,159.6
2011,QB,Rex Grossman,WAS,158.5
2011,QB,Blaine Gabbert,JAC,120.4
2011,QB,John Beck,WAS,98.6
2011,QB,Bruce Gradkowski,CIN,82.3
2011,QB,Jake Locker,TEN,80.7
2011,QB,Colin Kaepernick,SF,74.6
2011,QB,Christian Ponder,MIN,64.3
2011,QB,Charlie Whitehurst,SEA,58.8
2011,QB,Curtis Painter,IND,53.3
2011,QB,Shaun Hill,DET,52.8
2011,QB,Vince Young,PHI,46.6
2011,QB,Jimmy Clausen,CAR,41.2
2011,QB,Tim Tebow,DEN,28.4
2011,QB,Seneca Wallace,CLE,28.3
2011,QB,John Skelton,ARI,28.1
2011,QB,Kyle Boller,LV,27.5
2011,QB,Brady Quinn,DEN,26.9
2011,QB,David Garrard,FA,24
2011,QB,Charlie Batch,PIT,23.7
2011,QB,Peyton Manning,IND,23
2011,QB,Tyler Thigpen,BUF,18.7
2011,QB,Matt Leinart,HOU,16.6
2011,QB,Chris Redman,ATL,15.6
2011,QB,Matt Flynn,GB,15.1
2011,QB,Tyler Palko,KC,12
2011,QB,Brian Hoyer,NE,11.2
2011,QB,Josh Johnson,TB,11.1
2011,QB,Chase Daniel,NO,10.5
2011,QB,Billy Volek,SD,8.9
2011,QB,Jon Kitna,DAL,8.4
2011,QB,Mark Brunell,NYJ,8.4
2011,QB,David Carr,NYG,8.3
2011,QB,Tyrod Taylor,BAL,6.6
2011,QB,Caleb Hanie,CHI,6
2011,QB,Mike Kafka,PHI,2.8
2011,QB,A.J. Feeley,STL,2.3
2011,QB,Ricky Stanzi,KC,1
2011,QB,Ryan Mallett,NE,0.7
2011,RB,Arian Foster,HOU,278.8
2011,RB,Adrian Peterson,MIN,258.7
2011,RB,Ray Rice,BAL,248.7
2011,RB,Maurice Jones-Drew,JAC,240.4
2011,RB,Chris Johnson,TEN,238.1
2011,RB,Jamaal Charles,KC,237.2
2011,RB,Darren McFadden,LV,235.8
2011,RB,LeSean McCoy,PHI,210.7
2011,RB,Rashard Mendenhall,PIT,209.8
2011,RB,Matt Forte,CHI,207.1
2011,RB,Shonn Greene,NYJ,202.5
2011,RB,Peyton Hillis,CLE,196.2
2011,RB,Ahmad Bradshaw,NYG,192.2
2011,RB,LeGarrette Blount,TB,189.7
2011,RB,Beanie Wells,ARI,189.3
2011,RB,Frank Gore,SF,188.2
2011,RB,Michael Turner,ATL,186.5
2011,RB,Steven Jackson,STL,185.8
2011,RB,Felix Jones,DAL,183.1
2011,RB,Cedric Benson,CIN,181
2011,RB,Jahvid Best,DET,179.5
2011,RB,Fred Jackson,BUF,173.5
2011,RB,Knowshon Moreno,DEN,171.4
2011,RB,Mark Ingram,NO,171.1
2011,RB,BenJarvus Green-Ellis,NE,167.3
2011,RB,Ryan Mathews,SD,166.7
2011,RB,Marshawn Lynch,SEA,161.2
2011,RB,DeAngelo Williams,CAR,160
2011,RB,Brandon Jacobs,NYG,159.9
2011,RB,Mike Tolbert,SD,156
2011,RB,Joseph Addai,IND,155.7
2011,RB,Reggie Bush,MIA,149.5
2011,RB,Tim Hightower,WAS,133.5
2011,RB,Ryan Grant,GB,133.1
2011,RB,Michael Bush,LV,129.9
2011,RB,Danny Woodhead,NE,120.8
2011,RB,LaDainian Tomlinson,NYJ,115.8
2011,RB,Daniel Thomas,MIA,115
2011,RB,Willis McGahee,DEN,113.2
2011,RB,Ryan Torain,WAS,98.4
2011,RB,Pierre Thomas,NO,97.7
2011,RB,Justin Forsett,SEA,93.1
2011,RB,Jonathan Stewart,CAR,91.2
2011,RB,James Starks,GB,86.9
2011,RB,Jason Snelling,ATL,84.4
2011,RB,C.J. Spiller,BUF,82.8
2011,RB,Ricky Williams,BAL,77.6
2011,RB,Marion Barber,CHI,77.4
2011,RB,Jerome Harrison,DET,74.4
2011,RB,Thomas Jones,KC,74.1
2011,RB,Delone Carter,IND,73.6
2011,RB,Deji Karim,JAC,73.4
2011,RB,Kendall Hunter,SF,69
2011,RB,Montario Hardesty,CLE,64.9
2011,RB,Bernard Scott,CIN,63.9
2011,RB,Earnest Graham,TB,59.9
2011,RB,Tashard Choice,DAL,59.6
2011,RB,LaRod Stephens-Howling,ARI,57.4
2011,RB,Darren Sproles,NO,56.9
2011,RB,Ronnie Brown,PHI,56.3
2011,RB,Ben Tate,HOU,56.2
2011,RB,Cadillac Williams,STL,55
2011,RB,Javon Ringer,TEN,55
2011,RB,Dexter McCluster,KC,55
2011,RB,Roy Helu,WAS,50.2
2011,RB,Toby Gerhart,MIN,49.1
2011,RB,Isaac Redman,PIT,48.3
2011,RB,Marcel Reece,LV,45.1
2011,RB,Shane Vereen,NE,43.8
2011,RB,DeMarco Murray,DAL,40
2011,RB,Jacquizz Rodgers,ATL,38.4
2011,RB,Derrick Ward,HOU,37.7
2011,RB,Jordan Todman,SD,36.3
2011,RB,Mike Goodson,CAR,33.3
2011,RB,Le'Ron McClain,KC,32.8
2011,RB,Mewelde Moore,PIT,32.8
2011,RB,Jerious Norwood,STL,31.7
2011,RB,Anthony Dixon,SF,30.3
2011,RB,Leon Washington,SEA,30
2011,RB,Maurice Morris,DET,28.9
2011,RB,John Kuhn,GB,25.5
2011,RB,Lance Ball,DEN,24.6
2011,RB,Joe McKnight,NYJ,23.8
2011,RB,Anthony Allen,BAL,23
2011,RB,Brian Leonard,CIN,22
2011,RB,Donald Brown,IND,20.2
2011,RB,Lorenzo Booker,MIN,18.4
2011,RB,Chester Taylor,ARI,15.6
2011,RB,Ovie Mughelli,ATL,14
2011,RB,Alex Green,GB,11
2011,RB,Jackie Battle,KC,10.9
2011,RB,Lex Hilliard,MIA,9.7
2011,RB,Steve Slaton,HOU,8.9
2011,RB,Kregg Lumpkin,TB,8.8
2011,RB,Chris Ivory,NO,8.6
2011,RB,Jamie Harper,TEN,8.6
2011,RB,Jacob Hester,SD,8
2011,RB,Jonathan Dwyer,PIT,7.1
2011,RB,Johnny White,BUF,6.7
2011,RB,Charles Scott,PHI,6.4
2011,RB,Taiwan Jones,LV,6.2
2011,RB,Heath Evans,NO,5.8
2011,RB,Owen Marecic,CLE,5.2
2011,RB,Tony Richardson,NYJ,4.7
2011,RB,Bilal Powell,NYJ,4.5
2011,RB,D.J. Ware,NYG,4.2
2011,RB,Vonta Leach,BAL,3.9
2011,RB,Kevin Faulk,NE,2.9
2011,RB,Mike Karney,STL,2.7
2011,RB,Madison Hedgecock,NYG,2.6
2011,RB,Rock Cartwright,LV,2.5
2011,RB,Garrett Wolfe,CHI,2.3
2011,RB,Mike Sellers,WAS,2.3
2011,RB,Naufahu Tahi,MIN,1.6
2011,RB,Da'Rel Scott,NYG,1.4
2011,WR,Andre Johnson,HOU,195.3
2011,WR,Roddy White,ATL,195
2011,WR,Hakeem Nicks,NYG,193.2
2011,WR,Calvin Johnson,DET,189.5
2011,WR,Vincent Jackson,SD,176.7
2011,WR,Mike Wallace,PIT,175.2
